,index,walk_id,title,summary,lat,lng
612,612,41,Even more beautiful views,If only forests like these were all over Victoria!,-37.89545827,145.37590316
613,613,41,Heading towards the end of the walk,"Make sure you fill your lungs with as much forest air as you can before leaving the park. Better still, come back for another visit soon!",-37.90688809,145.37145247
614,614,42,Leave a message,A lovely idea! Write or draw a message for the next person to see. ,-37.78039499,144.80212255
615,615,42,Snakes and ladders,Come and play snakes and ladders! This is a colourful and fun way to play on the street.  Grown ups can play too :),-37.78071534,144.79911275
616,616,42,All creatures great and small,Which animals can you find? Come along to see which creatures have been visiting the area.,-37.77897052,144.79660923
617,617,42,Hopscotch,Hop into it and show us your best moves. ,-37.77590024,144.80132811
618,618,42,Sports walk,Can you name all the different sports show in this section? Can you name the sports people that play each of these games?,-37.77771425,144.8150511
619,619,42,Track your numbers,Maybe this is a numbers game? ,-37.7797632,144.81981397
620,620,42,Where the wild things grow,Can you name all these animals? I think they\'re all native to Australia.  And what\'s that harvester doing amongst it all?,-37.78062606,144.82236105
621,621,42,Track your numbers,Is this a counting game? Make your own game up if you like.,-37.77742655,144.82206792
622,622,42,Brimbank City Council,This walk is proudly brought to you by Brimbank City Council.,-37.7820056,144.80186208
623,623,43,Lucknow - Eastwood Supermarket Carpark,Start the walk at the Lucknow - Eastwood Supermarket Carpark,-37.81176933,147.6308712
624,624,43,Cross Howitt Avenue where safe to do so..,Look out for cars near the supermarket carpark and cross where the school children cross for the Lucknow Primary School.,-37.81198146,147.63143016
625,625,43,Enter the park where the busses turn to collect the Lucknow Primary School Students.,The entry of the park starts at the bus turn area ,-37.81198991,147.63215521
626,626,43,Alfred Howitt Community Hall,The Alfred Howitt Community Hall is where to cross the Balmoral Cres.,-37.81339478,147.63047934
627,627,43,The new Alfred Howitt Memorial Hall,A wonderful hall,-37.81362125,147.6302067
628,628,43,The staircase,This is the stairway to heaven,-37.8167944,147.62744123
629,629,43,Baarton Place has a walk that cuts through the parks,Take the footpath and walking path through the park and Barton Place,-37.81505922,147.62868944
630,630,43,Wetlands,There are some wonderful wetland full of birdlife here,-37.8191339,147.64446796
631,631,43,Wetlands and footbridges,Wonderful wetlands here and a few picnic spots,-37.81923723,147.64439662
632,632,43,a few water crossings,The Backwater from the Mitchel River is here,-37.81915299,147.64326281
633,633,43,Picnic Point,A lovely spot for a picnic,-37.81806593,147.64124881
634,634,43,Fishing platform,Fishing platform are down the side of the Mitchell River Backwater and Bream are found here..,-37.81819784,147.63553056
635,635,43,Huge old gum trees here,There are some wonderful old gum trees in this park on this walk,-37.81764236,147.64668096
636,636,43,Finns Road footpath is 2.5 metres wide all the way,Finns Road footpath is 2.5 metres wide all the way,-37.81646767,147.64676998
637,637,43,Interesting tea tree growth and creek flow,A pleasant boardwalk through tea trees and a creek,-37.81702259,147.6465506
638,638,43,A great picnic spot here,Fancy  a picnic?,-37.81715408,147.64637127
639,639,43,More wetland areas with tons of cormorants and ibis and other water birds,More wetland areas with tons of cormorants and ibis and other water birds,-37.81849111,147.64595058
640,640,43,Lovely walks under cover,There are a number of picnic tables under cover on this walk,-37.81827346,147.62962774
641,641,43,Easy walking along the footpaths,The footpaths are wide and very good (concrete),-37.81444319,147.63734158
642,642,44,The Nature Walk Car Park- a Heart Foundation Park Walk ,"Surrounded by black box, redgum and river cooba trees, sets the scene for this nature walk.",-34.21646294,142.22668739
643,643,44,First view of the Billabong,"The Billabong is a birdwatchers paradise. View the Australian Pelicans, herons, black swans and a variety of ducks.",-34.21731089,142.2271763
644,644,44, Walking track across the dam wall. ,Kings Billabong took its name from the Indigenous word for still water-billabong. Local Indigenous people have enjoyed the Billabong's self supporting food supply for thousands of years.  ,-34.21749679,142.22728462
645,645,44,Discover native wildlife up close.,Walk or cycle in this dirt track through healthy woodland.,-34.21981066,142.22628902
646,646,44, Native flowers in abundance along the Billabong bank,Delightful flowers spread through out the bushland offering fantastic photo opportunities.,-34.22571095,142.22407837
647,647,44,Old Pump House viewed across the water,The Chaffey brothers selected Kings Billabong at the central water supply to establish the Mildura Irrigation Settlement.. Many trees were felled to feed the boilers of the steam powered pumps.,-34.22987078,142.2254242
648,648,44,The Bird Hide,Take a picnic and relax and enjoy the delightful views.,-34.2326935,142.22650331
649,649,44,Bird Hide View,A spectacular display of free flying birds perched peacefully on fallen trees.,-34.232694,142.22650409
650,650,44,Sit and ponder,The track creates a loop and you commence your return. ,-34.2309946,142.22602405
651,651,44,One last  look before you cross the dam wall.,This Park Walk is nearly at an end but your exploration of Kings Billabong Wildlife Reserve has only just began. ,-34.21868155,142.22812068
652,652,45,Starting off,The walk is wonderful from the first steps!,-37.13818506,142.51464844
653,653,45,Venus Baths,Venus Baths is a picturesque area with a fresh water lake and many unusual rock formations. It is a wonderful spot to dip your feet in the water on a hot day.,-37.13898046,142.50898361
654,654,45,Magnificent views,"Walking over the stoney outcrop gives some great views, and can be very windy on blowy days. Hold on to your hat!",-37.14248701,142.5074172
655,655,45,Wildflowers,In Spring there are a glorious array of wildflowers along the walk.,-37.14634402,142.50482082
656,656,45,Orchid alert,Look out for orchids!,-37.14684003,142.50355482
657,657,45,Splitter Falls,"Take the small detour to see Splitter Falls, it's worth it!",-37.14775507,142.50091553
658,658,45,The bridge,"Cross the bridge, but stop and look at the creek..",-37.14723341,142.50288963
659,659,45,The steps,"The track is full of wonderful surprises, like these steps.",-37.14863589,142.50385523
660,660,45,Wonderland carpark sign,"Stay left, don't go to Wonderland carpark, it's only a car park!",-37.15009821,142.50400543
661,661,45,Grand Canyon,The aptly named Grand Canyon is a very impressive rock formation.,-37.15206503,142.50573277
662,662,45,Cool Chamber,"The Cool Chamber is as it sounds, a nice little spot to stop on a hot day.",-37.15517335,142.50699878
663,663,45,Bridal Veil Falls,"Just the ticket of a warm day, stand under the little falls to cool off.",-37.15708445,142.50776052
664,664,45,Silent Street,Another pretty impressive park of the walk.,-37.15917079,142.51367211
665,665,45,View to Lake Bellfield,Looking down to the lake which is a local water supply and is about 5km from Halls Gap.  ,-37.16014127,142.51549601
666,666,45,To Halls Gap,Its a pretty spectacular view that is worth the walk!,-37.16015195,142.51553893
667,667,45,The way down,"The start of the walk back down towards Halls Gap is a bit of a clamber over rocks, but once you are on the track it is well marked.",-37.15994033,142.51528144
668,668,45,Over the rocks,Keep going over the rocks. Once you get past the rocks its quicker to descend the mountain than it was to climb!,-37.15563082,142.51391888
669,669,45,The steps,There a few long sets of metal steps on the way down that makes it a bit easier to walk and to protect the bush. ,-37.14003244,142.51357555
670,670,46,Albert Park Primary School,A great idea - a primary school playground that is open to all on weekends.  ,-37.84140893,144.95369117
671,671,46,Jock's ice-cream shop,Jock's is famous for its ice-cream - worth a visit either on your way to or from the beach.,-37.84422401,144.9511941
672,672,46,Fairy Tree,A delight at any time but lit with fairy lights (of course!) at night around Christmas!,-37.84410898,144.94988383
673,673,46,Gasworks Park,"There are artists studios, a theatre and a cafe. Every 3rd Saturday there is a Farmers' Market.  In the park you'll also come across various wonderful sculptures and installations.",-37.84333744,144.94760264
674,674,46,Station Pier,"Cross Beaconsfield Pde, head onto the beach, take your shoes and socks off and go for a paddle.",-37.84601083,144.94517112
675,675,46,Plum Garland Playground,"Another favourite with our kids!
",-37.84751369,144.94828369
676,676,47,Reserve Entrance,"At the entrance to the reserve there is a small car park.

",-37.98713394,145.49319905
677,677,47,Start of the walk,"At the start of the walk, follow the sign to the picnic and BBQ area.
",-37.98735197,145.49287587
678,678,47,Reserve Map,"When you reach the aging reserve map, turn right and follow the Hakea Circle path to Acacia Walk.",-37.98883212,145.4916154
679,679,47,Spreading Wattle,This wattle has needle leaves. Its lemon-cream globular flower-heads brighten the forest during the Spring season.,-37.98813277,145.49044258
